"","OID_","OBJECTID_1","Value","Count","Area"
"817",817,90,18,2487,2238300
"818",818,91,1,1388,1249200
"819",819,91,5,9000,8100000
"820",820,91,6,2199,1979100
"821",821,91,8,500,450000
"822",822,91,10,816,734400
"823",823,91,14,278,250200
"824",824,91,15,11278,10150200
"825",825,91,16,14,12600
"826",826,91,17,3947,3552300
"827",827,91,18,23,20700
"828",828,92,1,9779,8801100
"829",829,92,5,6745,6070500
"830",830,92,6,5280,4752000
"831",831,92,8,651,585900
"832",832,92,10,431,387900
"833",833,92,14,1398,1258200
"834",834,92,15,2462,2215800
"835",835,92,16,18,16200
"836",836,92,17,1435,1291500
"837",837,92,18,23,20700
"838",838,93,1,4017,3615300
"839",839,93,5,9769,8792100
"840",840,93,6,6670,6003000
"841",841,93,8,41,36900
"842",842,93,10,193,173700
"843",843,93,14,2143,1928700
"844",844,93,15,5127,4614300
"845",845,93,17,1424,1281600
"846",846,93,18,62,55800
"847",847,94,1,129,116100
"848",848,94,5,9564,8607600
"849",849,94,6,2062,1855800
"850",850,94,8,235,211500
"851",851,94,10,132,118800
"852",852,94,14,1085,976500
"853",853,94,15,9577,8619300
"854",854,94,17,2140,1926000
"855",855,94,18,4497,4047300
"856",856,95,1,230,207000
"857",857,95,5,5389,4850100
"858",858,95,6,12756,11480400
"859",859,95,8,151,135900
"860",860,95,10,98,88200
"861",861,95,14,49,44100
"862",862,95,15,6507,5856300
"863",863,95,16,141,126900
"864",864,95,17,4002,3601800
"865",865,95,18,116,104400
"866",866,97,1,475,427500
"867",867,97,5,13693,12323700
"868",868,97,6,11894,10704600
"869",869,97,8,156,140400
"870",870,97,10,214,192600
"871",871,97,14,1755,1579500
"872",872,97,15,313,281700
"873",873,97,17,692,622800
"874",874,97,18,240,216000
"875",875,98,1,842,757800
"876",876,98,5,7539,6785100
"877",877,98,6,4140,3726000
"878",878,98,8,292,262800
"879",879,98,10,90,81000
"880",880,98,14,326,293400
"881",881,98,15,10721,9648900
"882",882,98,16,1661,1494900
"883",883,98,17,3278,2950200
"884",884,98,18,542,487800
"885",885,100,1,250,225000
"886",886,100,5,1419,1277100
"887",887,100,6,6534,5880600
"888",888,100,8,761,684900
"889",889,100,10,518,466200
"890",890,100,14,235,211500
"891",891,100,15,16690,15021000
"892",892,100,16,479,431100
"893",893,100,17,1593,1433700
"894",894,100,18,959,863100
"895",895,101,1,258,232200
"896",896,101,5,1979,1781100
"897",897,101,6,4391,3951900
"898",898,101,8,430,387000
"899",899,101,10,97,87300
"900",900,101,14,932,838800
"901",901,101,15,19221,17298900
"902",902,101,16,520,468000
"903",903,101,17,1316,1184400
"904",904,101,18,299,269100
"905",905,102,1,6767,6090300
"906",906,102,5,7208,6487200
"907",907,102,6,10127,9114300
"908",908,102,8,126,113400
"909",909,102,10,97,87300
"910",910,102,14,344,309600
"911",911,102,15,2446,2201400
"912",912,102,16,11,9900
"913",913,102,17,1523,1370700
"914",914,102,18,792,712800
"915",915,103,1,1099,989100
"916",916,103,5,4516,4064400
"917",917,103,6,8698,7828200
"918",918,103,8,681,612900
"919",919,103,10,350,315000
"920",920,103,14,180,162000
"921",921,103,15,2794,2514600
"922",922,103,16,2225,2002500
"923",923,103,17,8320,7488000
"924",924,103,18,571,513900
"925",925,106,1,228,205200
"926",926,106,5,5612,5050800
